game_id,date,away_team,home_team,park,away_runs,home_runs,innings,day_night,temp,wind_dir,wind_speed,sky,precip
TEX202309050,2023/09/05,HOU,TEX,ARL03,14,1,9,night,74,unknown,0,dome,none
TEX202309060,2023/09/06,HOU,TEX,ARL03,12,3,9,night,74,unknown,0,dome,none
TEX202309080,2023/09/08,OAK,TEX,ARL03,6,3,9,night,74,unknown,0,dome,none
TEX202309090,2023/09/09,OAK,TEX,ARL03,2,3,9,night,74,unknown,0,dome,none
TEX202309100,2023/09/10,OAK,TEX,ARL03,4,9,9,day,74,unknown,0,dome,none
TEX202309180,2023/09/18,BOS,TEX,ARL03,4,2,9,night,74,unknown,0,dome,none
TEX202309190,2023/09/19,BOS,TEX,ARL03,4,6,9,night,74,unknown,0,dome,none
TEX202309200,2023/09/20,BOS,TEX,ARL03,5,15,9,day,74,unknown,0,dome,none
TEX202309220,2023/09/22,SEA,TEX,ARL03,5,8,9,night,74,unknown,0,dome,none
TEX202309230,2023/09/23,SEA,TEX,ARL03,0,2,9,night,74,unknown,0,dome,none
TEX202309240,2023/09/24,SEA,TEX,ARL03,8,9,9,day,74,unknown,0,dome,none
TOR202304110,2023/04/11,DET,TOR,TOR02,3,9,9,night,68,unknown,0,dome,none
TOR202304120,2023/04/12,DET,TOR,TOR02,3,4,10,night,61,tocf,16,sunny,none
TOR202304130,2023/04/13,DET,TOR,TOR02,3,1,9,night,59,torf,5,sunny,none
TOR202304140,2023/04/14,TBA,TOR,TOR02,3,6,9,night,59,tolf,11,sunny,none
TOR202304150,2023/04/15,TBA,TOR,TOR02,2,5,9,day,63,rtol,9,cloudy,none
TOR202304160,2023/04/16,TBA,TOR,TOR02,8,1,9,day,66,rtol,12,sunny,none
TOR202304240,2023/04/24,CHA,TOR,TOR02,2,5,9,night,68,unknown,0,dome,none
TOR202304250,2023/04/25,CHA,TOR,TOR02,0,7,9,night,68,unknown,0,dome,none
TOR202304260,2023/04/26,CHA,TOR,TOR02,0,8,9,day,68,unknown,0,dome,none
TOR202304280,2023/04/28,SEA,TOR,TOR02,2,3,9,night,68,unknown,0,dome,none
TOR202304290,2023/04/29,SEA,TOR,TOR02,0,1,10,day,68,unknown,0,dome,none
TOR202304300,2023/04/30,SEA,TOR,TOR02,10,8,10,day,68,unknown,0,dome,none
TOR202305120,2023/05/12,ATL,TOR,TOR02,0,3,9,night,72,ltor,5,cloudy,none
TOR202305130,2023/05/13,ATL,TOR,TOR02,2,5,9,day,64,rtol,7,sunny,none
TOR202305140,2023/05/14,ATL,TOR,TOR02,5,6,9,day,53,rtol,11,sunny,none
TOR202305150,2023/05/15,NYA,TOR,TOR02,7,4,9,night,72,ltor,16,sunny,none
TOR202305160,2023/05/16,NYA,TOR,TOR02,6,3,9,night,68,unknown,0,dome,none
TOR202305170,2023/05/17,NYA,TOR,TOR02,0,3,10,night,68,unknown,0,dome,none
TOR202305180,2023/05/18,NYA,TOR,TOR02,4,2,9,night,68,unknown,0,dome,none
TOR202305190,2023/05/19,BAL,TOR,TOR02,6,2,9,night,68,unknown,0,dome,none
TOR202305200,2023/05/20,BAL,TOR,TOR02,6,5,10,day,59,ltor,11,overcast,none
TOR202305210,2023/05/21,BAL,TOR,TOR02,8,3,11,day,59,tocf,7,sunny,none
TOR202305300,2023/05/30,MIL,TOR,TOR02,2,7,9,night,73,rtol,14,sunny,none
TOR202305310,2023/05/31,MIL,TOR,TOR02,4,2,9,night,75,ltor,4,sunny,none
TOR202306010,2023/06/01,MIL,TOR,TOR02,1,3,9,day,75,torf,6,sunny,none
TOR202306050,2023/06/05,HOU,TOR,TOR02,11,4,9,night,68,ltor,3,overcast,none
TOR202306060,2023/06/06,HOU,TOR,TOR02,1,5,9,night,72,fromlf,19,overcast,none
TOR202306070,2023/06/07,HOU,TOR,TOR02,2,3,9,night,68,unknown,0,dome,none
TOR202306080,2023/06/08,HOU,TOR,TOR02,2,3,9,night,68,unknown,0,dome,none
TOR202306090,2023/06/09,MIN,TOR,TOR02,3,2,10,night,70,fromlf,19,cloudy,none
TOR202306100,2023/06/10,MIN,TOR,TOR02,9,4,9,day,70,tocf,11,sunny,none
TOR202306110,2023/06/11,MIN,TOR,TOR02,6,7,9,day,68,unknown,0,dome,none
TOR202306230,2023/06/23,OAK,TOR,TOR02,5,4,9,night,68,unknown,0,dome,none
TOR202306240,2023/06/24,OAK,TOR,TOR02,3,7,9,day,68,unknown,0,dome,none
TOR202306250,2023/06/25,OAK,TOR,TOR02,1,12,9,day,77,rtol,9,sunny,none
TOR202306270,2023/06/27,SFN,TOR,TOR02,3,0,9,night,73,fromlf,21,overcast,none
TOR202306280,2023/06/28,SFN,TOR,TOR02,1,6,9,night,68,unknown,0,dome,none
TOR202306290,2023/06/29,SFN,TOR,TOR02,1,2,9,night,74,rtol,7,sunny,none
TOR202306300,2023/06/30,BOS,TOR,TOR02,5,0,9,night,68,unknown,0,dome,none
TOR202307010,2023/07/01,BOS,TOR,TOR02,7,6,9,day,80,rtol,11,overcast,none
TOR202307020,2023/07/02,BOS,TOR,TOR02,5,4,9,day,68,unknown,0,dome,none
TOR202307140,2023/07/14,ARI,TOR,TOR02,2,7,9,night,73,rtol,9,cloudy,none
TOR202307150,2023/07/15,ARI,TOR,TOR02,2,5,9,day,68,unknown,0,dome,none
TOR202307160,2023/07/16,ARI,TOR,TOR02,5,7,9,day,73,tolf,7,cloudy,none
TOR202307180,2023/07/18,SDN,TOR,TOR02,9,1,9,night,73,tolf,5,cloudy,none
TOR202307190,2023/07/19,SDN,TOR,TOR02,2,0,9,night,68,unknown,0,dome,none
TOR202307200,2023/07/20,SDN,TOR,TOR02,0,4,9,day,75,torf,8,sunny,none
TOR202307280,2023/07/28,ANA,TOR,TOR02,1,4,9,night,82,tocf,11,cloudy,none
TOR202307290,2023/07/29,ANA,TOR,TOR02,1,6,9,day,68,unknown,0,dome,none
TOR202307300,2023/07/30,ANA,TOR,TOR02,3,2,10,day,69,torf,9,sunny,none
TOR202307310,2023/07/31,BAL,TOR,TOR02,4,2,9,night,76,fromlf,9,sunny,none
TOR202308010,2023/08/01,BAL,TOR,TOR02,13,3,9,night,68,unknown,0,dome,none
TOR202308020,2023/08/02,BAL,TOR,TOR02,1,4,9,night,74,torf,9,cloudy,none
TOR202308030,2023/08/03,BAL,TOR,TOR02,6,1,9,day,82,tocf,12,sunny,none
TOR202308110,2023/08/11,CHN,TOR,TOR02,6,2,9,night,73,tocf,11,sunny,none
TOR202308120,2023/08/12,CHN,TOR,TOR02,5,4,9,day,77,tocf,15,cloudy,none
TOR202308130,2023/08/13,CHN,TOR,TOR02,4,11,9,day,75,unknown,15,cloudy,none
TOR202308150,2023/08/15,PHI,TOR,TOR02,1,2,9,night,68,unknown,0,dome,none
TOR202308160,2023/08/16,PHI,TOR,TOR02,9,4,9,night,79,tocf,9,cloudy,none
TOR202308250,2023/08/25,CLE,TOR,TOR02,5,2,9,night,77,fromcf,9,cloudy,none
TOR202308260,2023/08/26,CLE,TOR,TOR02,3,8,9,day,68,unknown,0,dome,none
TOR202308270,2023/08/27,CLE,TOR,TOR02,10,7,11,day,68,rtol,8,sunny,none
TOR202308280,2023/08/28,WAS,TOR,TOR02,3,6,9,night,68,torf,3,sunny,none
TOR202308290,2023/08/29,WAS,TOR,TOR02,5,4,9,night,71,rtol,8,sunny,none
TOR202308300,2023/08/30,WAS,TOR,TOR02,0,7,9,day,67,fromcf,12,cloudy,none
TOR202309080,2023/09/08,KCA,TOR,TOR02,4,5,9,night,68,fromcf,15,cloudy,none
TOR202309090,2023/09/09,KCA,TOR,TOR02,1,5,9,day,68,rtol,12,cloudy,none
TOR202309100,2023/09/10,KCA,TOR,TOR02,2,5,9,day,70,rtol,12,cloudy,none
TOR202309110,2023/09/11,TEX,TOR,TOR02,10,4,9,night,72,tolf,7,sunny,none
TOR202309120,2023/09/12,TEX,TOR,TOR02,6,3,9,night,68,unknown,0,dome,none
TOR202309130,2023/09/13,TEX,TOR,TOR02,10,0,9,night,65,fromlf,19,cloudy,none
TOR202309140,2023/09/14,TEX,TOR,TOR02,9,2,9,night,65,tocf,8,sunny,none
TOR202309150,2023/09/15,BOS,TOR,TOR02,0,3,9,night,64,tocf,2,sunny,none
TOR202309160,2023/09/16,BOS,TOR,TOR02,3,4,13,day,72,tolf,6,cloudy,none
TOR202309170,2023/09/17,BOS,TOR,TOR02,2,3,9,day,68,tocf,11,sunny,none
TOR202309260,2023/09/26,NYA,TOR,TOR02,2,0,9,night,65,rtol,20,sunny,none
TOR202309270,2023/09/27,NYA,TOR,TOR02,6,0,9,night,68,unknown,0,sunny,none
TOR202309280,2023/09/28,NYA,TOR,TOR02,0,6,9,night,63,rtol,16,overcast,none
TOR202309290,2023/09/29,TBA,TOR,TOR02,4,11,9,night,64,rtol,8,sunny,none
TOR202309300,2023/09/30,TBA,TOR,TOR02,7,5,10,day,68,torf,7,cloudy,none
TOR202310010,2023/10/01,TBA,TOR,TOR02,12,8,9,day,79,tocf,6,cloudy,none
ARI202304060,2023/04/06,LAN,ARI,PHO01,5,2,9,night,75,ltor,6,cloudy,none
ARI202304070,2023/04/07,LAN,ARI,PHO01,3,6,9,night,77,ltor,9,sunny,none
ARI202304080,2023/04/08,LAN,ARI,PHO01,8,12,9,night,81,tocf,4,sunny,none
ARI202304090,2023/04/09,LAN,ARI,PHO01,6,11,9,day,86,unknown,5,sunny,none
ARI202304100,2023/04/10,MIL,ARI,PHO01,0,3,9,night,94,torf,2,sunny,none
ARI202304110,2023/04/11,MIL,ARI,PHO01,7,1,9,night,93,unknown,5,sunny,none
ARI202304120,2023/04/12,MIL,ARI,PHO01,3,7,9,day,72,unknown,0,dome,none
ARI202304200,2023/04/20,SDN,ARI,PHO01,7,5,9,night,82,rtol,4,sunny,none
ARI202304210,2023/04/21,SDN,ARI,PHO01,0,9,9,night,85,ltor,8,sunny,none
ARI202304220,2023/04/22,SDN,ARI,PHO01,5,3,9,night,93,ltor,5,cloudy,none
ARI202304230,2023/04/23,SDN,ARI,PHO01,7,5,9,day,76,unknown,0,dome,none
ARI202304240,2023/04/24,KCA,ARI,PHO01,4,5,9,night,87,fromrf,5,cloudy,none
ARI202304250,2023/04/25,KCA,ARI,PHO01,5,4,9,night,86,torf,15,sunny,none
ARI202304260,2023/04/26,KCA,ARI,PHO01,0,2,9,day,82,unknown,0,dome,none
ARI202305050,2023/05/05,WAS,ARI,PHO01,1,3,9,night,79,unknown,3,cloudy,none
ARI202305060,2023/05/06,WAS,ARI,PHO01,7,8,9,night,85,ltor,9,sunny,none
ARI202305070,2023/05/07,WAS,ARI,PHO01,9,8,9,day,75,unknown,0,dome,none
ARI202305080,2023/05/08,MIA,ARI,PHO01,2,5,9,night,89,ltor,4,sunny,none
ARI202305090,2023/05/09,MIA,ARI,PHO01,6,2,9,night,91,fromlf,4,cloudy,none
ARI202305100,2023/05/10,MIA,ARI,PHO01,5,4,9,day,72,unknown,0,dome,none
ARI202305110,2023/05/11,SFN,ARI,PHO01,6,2,9,night,88,torf,4,sunny,none
ARI202305120,2023/05/12,SFN,ARI,PHO01,5,7,9,night,93,rtol,4,sunny,none
ARI202305130,2023/05/13,SFN,ARI,PHO01,2,7,9,night,78,unknown,0,dome,none
ARI202305140,2023/05/14,SFN,ARI,PHO01,1,2,9,day,74,unknown,0,dome,none
ARI202305260,2023/05/26,BOS,ARI,PHO01,7,2,9,night,77,unknown,0,dome,none
ARI202305270,2023/05/27,BOS,ARI,PHO01,2,1,9,day,75,unknown,0,dome,none
ARI202305280,2023/05/28,BOS,ARI,PHO01,2,4,9,day,76,unknown,0,dome,none
ARI202305290,2023/05/29,COL,ARI,PHO01,5,7,9,day,75,unknown,0,dome,none
ARI202305300,2023/05/30,COL,ARI,PHO01,1,5,9,night,92,torf,7,sunny,none
ARI202305310,2023/05/31,COL,ARI,PHO01,0,6,9,night,87,torf,7,cloudy,none
ARI202306010,2023/06/01,COL,ARI,PHO01,4,5,9,day,74,unknown,0,dome,none
ARI202306020,2023/06/02,ATL,ARI,PHO01,2,3,9,night,93,unknown,2,sunny,none
ARI202306030,2023/06/03,ATL,ARI,PHO01,5,2,9,night,76,unknown,0,dome,none
ARI202306040,2023/06/04,ATL,ARI,PHO01,8,5,9,day,77,unknown,0,dome,none
ARI202306120,2023/06/12,PHI,ARI,PHO01,8,9,9,night,90,ltor,3,sunny,none
ARI202306130,2023/06/13,PHI,ARI,PHO01,15,3,9,night,74,unknown,0,dome,none
ARI202306140,2023/06/14,PHI,ARI,PHO01,4,3,10,night,78,unknown,0,dome,none
ARI202306150,2023/06/15,PHI,ARI,PHO01,5,4,9,day,78,unknown,0,dome,none
ARI202306160,2023/06/16,CLE,ARI,PHO01,1,5,9,night,78,unknown,0,dome,none
ARI202306170,2023/06/17,CLE,ARI,PHO01,3,6,9,night,78,unknown,0,dome,none
ARI202306180,2023/06/18,CLE,ARI,PHO01,12,3,9,day,78,unknown,0,dome,none
ARI202306270,2023/06/27,TBA,ARI,PHO01,4,8,9,night,78,unknown,0,dome,none
ARI202306280,2023/06/28,TBA,ARI,PHO01,3,2,9,night,78,unknown,0,dome,none
ARI202306290,2023/06/29,TBA,ARI,PHO01,6,1,9,day,74,unknown,0,dome,none
ARI202307040,2023/07/04,NYN,ARI,PHO01,8,5,9,day,78,unknown,0,dome,none
ARI202307050,2023/07/05,NYN,ARI,PHO01,2,1,9,night,78,unknown,0,dome,none
ARI202307060,2023/07/06,NYN,ARI,PHO01,9,0,9,night,78,unknown,0,dome,none
ARI202307070,2023/07/07,PIT,ARI,PHO01,3,7,9,night,74,unknown,0,dome,none
ARI202307080,2023/07/08,PIT,ARI,PHO01,2,3,10,day,76,unknown,0,dome,none
ARI202307090,2023/07/09,PIT,ARI,PHO01,4,2,9,day,77,unknown,0,dome,none
ARI202307240,2023/07/24,SLN,ARI,PHO01,10,6,9,night,78,unknown,0,dome,none
ARI202307250,2023/07/25,SLN,ARI,PHO01,1,3,9,night,78,unknown,0,dome,none
ARI202307260,2023/07/26,SLN,ARI,PHO01,11,7,9,day,78,unknown,0,dome,none
ARI202307280,2023/07/28,SEA,ARI,PHO01,5,2,9,night,78,unknown,0,dome,none
ARI202307290,2023/07/29,SEA,ARI,PHO01,3,4,9,night,78,unknown,0,dome,none
ARI202307300,2023/07/30,SEA,ARI,PHO01,4,0,9,day,78,unknown,0,dome,none
ARI202308080,2023/08/08,LAN,ARI,PHO01,5,4,9,night,76,unknown,0,dome,none
ARI202308090,2023/08/09,LAN,ARI,PHO01,2,0,9,night,78,unknown,0,dome,none
ARI202308110,2023/08/11,SDN,ARI,PHO01,10,5,9,night,78,unknown,0,dome,none
ARI202308120,2023/08/12,SDN,ARI,PHO01,0,3,9,night,78,unknown,0,dome,none
ARI202308130,2023/08/13,SDN,ARI,PHO01,4,5,9,day,78,unknown,0,dome,none
ARI202308210,2023/08/21,TEX,ARI,PHO01,3,4,11,night,77,unknown,0,dome,none
ARI202308220,2023/08/22,TEX,ARI,PHO01,3,6,9,night,76,unknown,0,dome,none
ARI202308240,2023/08/24,CIN,ARI,PHO01,2,3,9,night,77,unknown,0,dome,none
ARI202308250,2023/08/25,CIN,ARI,PHO01,8,10,9,night,78,unknown,0,dome,none
ARI202308260,2023/08/26,CIN,ARI,PHO01,8,7,11,night,79,unknown,0,dome,none
ARI202308270,2023/08/27,CIN,ARI,PHO01,2,5,9,day,78,unknown,0,dome,none
ARI202309010,2023/09/01,BAL,ARI,PHO01,2,4,9,night,74,unknown,0,dome,none
ARI202309020,2023/09/02,BAL,ARI,PHO01,7,3,9,night,78,unknown,0,dome,none
ARI202309030,2023/09/03,BAL,ARI,PHO01,8,5,9,day,78,unknown,0,dome,none
ARI202309040,2023/09/04,COL,ARI,PHO01,2,4,9,day,78,unknown,0,dome,none
ARI202309050,2023/09/05,COL,ARI,PHO01,3,2,9,night,78,unknown,0,dome,none
ARI202309060,2023/09/06,COL,ARI,PHO01,5,12,9,day,75,unknown,0,dome,none
ARI202309150,2023/09/15,CHN,ARI,PHO01,4,6,9,night,78,unknown,0,dome,none
ARI202309160,2023/09/16,CHN,ARI,PHO01,6,7,13,night,79,unknown,0,dome,none
ARI202309170,2023/09/17,CHN,ARI,PHO01,2,6,9,day,78,unknown,0,dome,none
ARI202309190,2023/09/19,SFN,ARI,PHO01,4,8,9,night,95,torf,3,sunny,none
ARI202309200,2023/09/20,SFN,ARI,PHO01,1,7,9,day,78,unknown,0,dome,none
ARI202309290,2023/09/29,HOU,ARI,PHO01,2,1,9,night,94,fromlf,6,sunny,none
ARI202309300,2023/09/30,HOU,ARI,PHO01,1,0,9,night,78,unknown,0,dome,none
ARI202310010,2023/10/01,HOU,ARI,PHO01,8,1,9,day,72,unknown,0,dome,none
ATL202304060,2023/04/06,SDN,ATL,ATL03,6,7,9,night,81,rtol,3,cloudy,none
ATL202304070,2023/04/07,SDN,ATL,ATL03,5,4,9,night,66,rtol,5,cloudy,none
ATL202304080,2023/04/08,SDN,ATL,ATL03,4,1,9,night,44,ltor,12,cloudy,none
ATL202304090,2023/04/09,SDN,ATL,ATL03,10,2,9,night,63,ltor,8,sunny,none
ATL202304100,2023/04/10,CIN,ATL,ATL03,4,5,10,night,65,ltor,9,sunny,none
ATL202304110,2023/04/11,CIN,ATL,ATL03,6,7,9,night,71,ltor,4,sunny,none
ATL202304120,2023/04/12,CIN,ATL,ATL03,4,5,9,night,75,ltor,7,sunny,none
ATL202304210,2023/04/21,HOU,ATL,ATL03,6,4,9,night,75,ltor,7,overcast,none
ATL202304220,2023/04/22,HOU,ATL,ATL03,6,3,9,night,68,tolf,5,sunny,none
ATL202304230,2023/04/23,HOU,ATL,ATL03,5,2,9,day,64,rtol,8,sunny,none
ATL202304240,2023/04/24,MIA,ATL,ATL03,0,11,9,night,65,unknown,2,sunny,none
ATL202304250,2023/04/25,MIA,ATL,ATL03,4,7,9,night,69,ltor,6,cloudy,none
ATL202304260,2023/04/26,MIA,ATL,ATL03,4,6,9,night,55,torf,7,overcast,none
ATL202304270,2023/04/27,MIA,ATL,ATL03,5,4,9,day,57,ltor,5,overcast,none
ATL202305050,2023/05/05,BAL,ATL,ATL03,9,4,9,night,59,ltor,5,overcast,none
ATL202305060,2023/05/06,BAL,ATL,ATL03,4,5,9,night,73,ltor,5,overcast,none
ATL202305070,2023/05/07,BAL,ATL,ATL03,2,3,12,day,73,fromrf,6,cloudy,none
ATL202305090,2023/05/09,BOS,ATL,ATL03,3,9,9,night,77,rtol,10,cloudy,none
ATL202305100,2023/05/10,BOS,ATL,ATL03,5,2,9,night,81,ltor,6,cloudy,none
ATL202305190,2023/05/19,SEA,ATL,ATL03,2,6,9,night,74,ltor,6,cloudy,none
ATL202305200,2023/05/20,SEA,ATL,ATL03,7,3,9,night,75,torf,6,cloudy,none
ATL202305210,2023/05/21,SEA,ATL,ATL03,2,3,9,day,77,ltor,5,cloudy,none
ATL202305220,2023/05/22,LAN,ATL,ATL03,8,6,9,night,65,ltor,7,cloudy,none
ATL202305230,2023/05/23,LAN,ATL,ATL03,8,1,9,night,70,ltor,8,cloudy,none
ATL202305240,2023/05/24,LAN,ATL,ATL03,3,4,9,night,77,torf,5,cloudy,none
ATL202305250,2023/05/25,PHI,ATL,ATL03,5,8,9,night,80,ltor,6,cloudy,none
ATL202305260,2023/05/26,PHI,ATL,ATL03,6,4,9,night,76,ltor,7,sunny,none
ATL202305270,2023/05/27,PHI,ATL,ATL03,2,1,9,day,75,ltor,9,sunny,none
ATL202305280,2023/05/28,PHI,ATL,ATL03,4,11,9,night,77,tolf,11,cloudy,none
ATL202306060,2023/06/06,NYN,ATL,ATL03,4,6,9,night,74,rtol,8,cloudy,none
ATL202306070,2023/06/07,NYN,ATL,ATL03,5,7,9,night,86,unknown,3,sunny,none
ATL202306080,2023/06/08,NYN,ATL,ATL03,10,13,10,night,80,tolf,11,cloudy,none
ATL202306090,2023/06/09,WAS,ATL,ATL03,2,3,9,night,83,rtol,7,sunny,none
ATL202306100,2023/06/10,WAS,ATL,ATL03,4,6,9,day,86,ltor,5,cloudy,none
ATL202306110,2023/06/11,WAS,ATL,ATL03,6,2,9,day,73,fromlf,6,overcast,none
ATL202306150,2023/06/15,COL,ATL,ATL03,3,8,9,night,81,rtol,6,cloudy,none
ATL202306160,2023/06/16,COL,ATL,ATL03,1,8,9,night,85,rtol,9,cloudy,none
ATL202306170,2023/06/17,COL,ATL,ATL03,2,10,9,day,89,unknown,4,cloudy,none
ATL202306180,2023/06/18,COL,ATL,ATL03,6,14,9,day,84,fromlf,5,cloudy,none
ATL202306260,2023/06/26,MIN,ATL,ATL03,1,4,9,night,88,rtol,13,cloudy,none
ATL202306270,2023/06/27,MIN,ATL,ATL03,2,6,9,night,86,rtol,8,cloudy,none
ATL202306280,2023/06/28,MIN,ATL,ATL03,0,3,9,day,85,tolf,6,sunny,none
ATL202306300,2023/06/30,MIA,ATL,ATL03,4,16,9,night,76,fromcf,3,cloudy,none
ATL202307010,2023/07/01,MIA,ATL,ATL03,0,7,9,day,95,rtol,7,sunny,none
ATL202307020,2023/07/02,MIA,ATL,ATL03,3,6,9,day,89,rtol,6,cloudy,none
ATL202307140,2023/07/14,CHA,ATL,ATL03,0,9,9,night,86,unknown,3,cloudy,none
ATL202307150,2023/07/15,CHA,ATL,ATL03,6,5,9,night,86,rtol,16,cloudy,none
ATL202307160,2023/07/16,CHA,ATL,ATL03,8,1,9,day,88,rtol,9,cloudy,none
ATL202307180,2023/07/18,ARI,ATL,ATL03,16,13,9,night,90,fromrf,8,sunny,none
ATL202307190,2023/07/19,ARI,ATL,ATL03,5,3,9,night,85,tolf,7,cloudy,none
ATL202307200,2023/07/20,ARI,ATL,ATL03,5,7,9,day,90,rtol,10,cloudy,none
ATL202307280,2023/07/28,MIL,ATL,ATL03,7,10,9,night,80,ltor,4,cloudy,none
ATL202307290,2023/07/29,MIL,ATL,ATL03,5,11,9,night,89,tolf,4,cloudy,none
ATL202307300,2023/07/30,MIL,ATL,ATL03,6,8,9,day,87,rtol,7,cloudy,none
ATL202307310,2023/07/31,ANA,ATL,ATL03,4,1,9,night,89,unknown,3,sunny,none
ATL202308010,2023/08/01,ANA,ATL,ATL03,1,5,9,night,89,tocf,8,cloudy,none
ATL202308020,2023/08/02,ANA,ATL,ATL03,5,12,9,day,84,ltor,8,cloudy,none
ATL202308140,2023/08/14,NYA,ATL,ATL03,3,11,9,night,91,rtol,6,cloudy,none
ATL202308150,2023/08/15,NYA,ATL,ATL03,0,5,9,night,80,rtol,5,overcast,none
ATL202308160,2023/08/16,NYA,ATL,ATL03,0,2,9,night,82,tolf,7,cloudy,none
ATL202308180,2023/08/18,SFN,ATL,ATL03,0,4,9,night,83,tocf,8,cloudy,none
ATL202308190,2023/08/19,SFN,ATL,ATL03,5,6,9,night,87,ltor,5,sunny,none
ATL202308200,2023/08/20,SFN,ATL,ATL03,4,3,9,day,89,torf,8,sunny,none
ATL202308210,2023/08/21,NYN,ATL,ATL03,10,4,9,night,92,tocf,6,cloudy,none
ATL202308220,2023/08/22,NYN,ATL,ATL03,2,3,9,night,92,tocf,6,cloudy,none
ATL202308230,2023/08/23,NYN,ATL,ATL03,0,7,9,night,91,ltor,4,cloudy,none
ATL202309050,2023/09/05,SLN,ATL,ATL03,10,6,9,night,84,rtol,4,cloudy,none
ATL202309060,2023/09/06,SLN,ATL,ATL03,11,6,9,night,83,tolf,5,cloudy,none
ATL202309070,2023/09/07,SLN,ATL,ATL03,5,8,9,night,84,rtol,10,sunny,none
ATL202309080,2023/09/08,PIT,ATL,ATL03,2,8,9,night,83,tolf,4,cloudy,none
ATL202309090,2023/09/09,PIT,ATL,ATL03,8,4,9,night,80,unknown,4,cloudy,none
ATL202309100,2023/09/10,PIT,ATL,ATL03,2,5,9,day,83,ltor,3,cloudy,none
ATL202309180,2023/09/18,PHI,ATL,ATL03,7,1,9,night,73,tocf,6,cloudy,none
ATL202309190,2023/09/19,PHI,ATL,ATL03,3,9,9,night,76,ltor,8,cloudy,none
ATL202309200,2023/09/20,PHI,ATL,ATL03,6,5,10,day,75,fromlf,6,cloudy,none
ATL202309260,2023/09/26,CHN,ATL,ATL03,6,7,9,night,77,ltor,7,cloudy,none
ATL202309270,2023/09/27,CHN,ATL,ATL03,5,6,10,night,74,unknown,3,cloudy,none
ATL202309280,2023/09/28,CHN,ATL,ATL03,3,5,9,night,72,ltor,1,cloudy,none
ATL202309290,2023/09/29,WAS,ATL,ATL03,10,6,9,night,78,tocf,4,cloudy,none
ATL202309300,2023/09/30,WAS,ATL,ATL03,3,5,9,night,81,ltor,2,cloudy,none
ATL202310010,2023/10/01,WAS,ATL,ATL03,10,9,9,day,81,ltor,6,cloudy,none
CHN202303300,2023/03/30,MIL,CHN,CHI11,0,4,9,day,42,rtol,10,sunny,none
CHN202304010,2023/04/01,MIL,CHN,CHI11,3,1,9,day,39,fromlf,23,cloudy,none
CHN202304020,2023/04/02,MIL,CHN,CHI11,9,5,9,day,47,tocf,7,sunny,none
CHN202304070,2023/04/07,TEX,CHN,CHI11,0,2,9,day,43,fromrf,11,sunny,none
CHN202304080,2023/04/08,TEX,CHN,CHI11,3,10,9,day,57,tolf,10,sunny,none
CHN202304090,2023/04/09,TEX,CHN,CHI11,8,2,9,day,63,tolf,6,cloudy,none
CHN202304100,2023/04/10,SEA,CHN,CHI11,2,3,10,night,67,tolf,8,sunny,none
CHN202304110,2023/04/11,SEA,CHN,CHI11,9,14,9,night,76,tocf,13,cloudy,none
CHN202304120,2023/04/12,SEA,CHN,CHI11,5,2,9,day,77,tocf,19,sunny,none
CHN202304200,2023/04/20,LAN,CHN,CHI11,6,2,9,night,70,tocf,14,cloudy,none
CHN202304210,2023/04/21,LAN,CHN,CHI11,0,13,9,day,53,tolf,9,cloudy,none
CHN202304220,2023/04/22,LAN,CHN,CHI11,9,4,9,day,41,torf,14,overcast,none
CHN202304230,2023/04/23,LAN,CHN,CHI11,7,3,9,day,42,torf,4,cloudy,none
CHN202304250,2023/04/25,SDN,CHN,CHI11,0,6,9,night,41,fromlf,13,sunny,none
CHN202304260,2023/04/26,SDN,CHN,CHI11,5,3,9,night,43,fromrf,10,sunny,none
CHN202304270,2023/04/27,SDN,CHN,CHI11,2,5,9,day,60,rtol,9,sunny,none
CHN202305050,2023/05/05,MIA,CHN,CHI11,1,4,9,day,69,tolf,17,cloudy,none
CHN202305060,2023/05/06,MIA,CHN,CHI11,2,4,9,day,65,tolf,10,overcast,none
CHN202305070,2023/05/07,MIA,CHN,CHI11,5,4,14,day,77,fromrf,4,sunny,none
CHN202305080,2023/05/08,SLN,CHN,CHI11,3,1,9,night,48,fromlf,13,cloudy,none
CHN202305090,2023/05/09,SLN,CHN,CHI11,6,4,9,night,59,fromlf,6,cloudy,none
CHN202305100,2023/05/10,SLN,CHN,CHI11,4,10,9,night,65,fromrf,9,sunny,none
CHN202305230,2023/05/23,NYN,CHN,CHI11,2,7,9,night,71,fromrf,8,sunny,none
CHN202305240,2023/05/24,NYN,CHN,CHI11,2,4,9,night,51,fromcf,17,sunny,none
CHN202305250,2023/05/25,NYN,CHN,CHI11,10,1,9,night,52,fromcf,16,sunny,none
CHN202305260,2023/05/26,CIN,CHN,CHI11,9,0,9,day,59,fromcf,10,sunny,none
CHN202305270,2023/05/27,CIN,CHN,CHI11,8,5,9,night,64,fromlf,9,cloudy,none
CHN202305280,2023/05/28,CIN,CHN,CHI11,8,5,9,day,69,fromrf,11,sunny,none
CHN202305290,2023/05/29,TBA,CHN,CHI11,0,1,9,day,71,fromlf,9,sunny,none
CHN202305300,2023/05/30,TBA,CHN,CHI11,1,2,9,night,71,fromcf,4,cloudy,none
